;id_sinistro;Data do Sinistro;Dia do Sinistro;Mes do Sinistro;Ano do Sinistro;Ano/Mes do Sinistro;latitude;longitude;Hora do Sinistro;Municipio;Regiao Administrativa;Logradouro;Numero/KM;Pedestre envolvido;Automovel envolvido;Bicicleta envolvida;Caminhao envolvido;Motocicleta envolvida;Onibus envolvido;Outros veiculos envolvidos;Veiculo envolvido nao disponivel;Atropelamento;Capotamento;Choque;Colisao frontal;Colisao lateral;Colisao transversal;Colisao traseira;Outras colisoes;Engavetamento;Tombamento;Outros sinistros;Tipo de registro
746497;PM-3244-6-2020-1-7;2020-01-07 00:00:00;7;1;2020;2020/01;-22,16663995;-49,9613026;07:25:00;MARILIA;Marilia;AVENIDA CARLOS TOSIN X RUA MOACIR SIMOES;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO NAO FATAL
746560;PM-9765-6-2022-7-15;2022-07-15 00:00:00;15;7;2022;2022/07;-22,20676844;-49,9581404;12:10:00;MARILIA;Marilia;AVENIDA SANTO ANTONIO;2043;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
746756;PM-9884-6-2022-9-7;2022-09-07 00:00:00;7;9;2022;2022/09;-22,2280269;-49,9686801;12:47:00;MARILIA;Marilia;SP 333;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
746768;PM-14510-6-2023-9-13;2023-09-13 00:00:00;13;9;2023;2023/09;-22,218914;-49,965153;17:54:00;MARILIA;Marilia;POSTO EXPRESS  R ERNESTINA RAVANELI, 196;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
746920;PM-1745-6-2021-7-16;2021-07-16 00:00:00;16;7;2021;2021/07;-22,15297548;-49,96093087;01:58:01;MARILIA;Marilia;AVENIDA JOAO MARTINS COELHO;2620;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
746936;PM-1596-6-2021-3-23;2021-03-23 00:00:00;23;3;2021;2021/03;-22,20884024;-49,95420354;03:02:00;MARILIA;Marilia;AVENIDA SAMPAIO VIDAL;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
746942;PM-7902-6-2019-12-4;2019-12-04 00:00:00;4;12;2019;2019/12;-22,19041761;-49,96025563;13:23:00;MARILIA;Marilia;AVENIDA SANCHES CIBANTOS;100;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
747009;PM-14255-6-2022-12-23;2022-12-23 00:00:00;23;12;2022;2022/12;-22,22229124;-49,97165264;18:29:00;MARILIA;Marilia;RUA MAESTRO FLORIANO DE SOUZA;52;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
747196;PM-7774-6-2019-10-2;2019-10-02 00:00:00;2;10;2019;2019/10;-22,24795777;-49,94636901;13:10:28;MARILIA;Marilia;RUA AMIGO SILVA;81;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
747235;PM-16015-6-2021-9-14;2021-09-14 00:00:00;14;9;2021;2021/09;-22,17120426;-49,97807401;21:56:30;MARILIA;Marilia;AVENIDA REPUBLICA;6500;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
747260;PM-2624-6-2019-1-5;2019-01-05 00:00:00;5;1;2019;2019/01;-22,22230232;-49,97088157;02:35:00;MARILIA;Marilia;RUA AMADOR BUENO;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
747295;PM-15521-6-2019-10-24;2019-10-24 00:00:00;24;10;2019;2019/10;-22,23320287;-49,92139751;20:58:00;MARILIA;Marilia;AV HIGINO MUZI FILHO;737;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
747606;PM-6995-6-2022-6-8;2022-06-08 00:00:00;8;6;2022;2022/06;-22,22175081;-49,94914151;12:40:00;MARILIA;Marilia;RUA CORONEL JOSE BRAS;100;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;SINISTRO NAO FATAL
747610;PM-10042-6-2022-12-22;2022-12-22 00:00:00;22;12;2022;2022/12;-22,1456183;-49,9601533;15:16:00;MARILIA;Marilia;RUA PEDRO PUCI;701;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO NAO FATAL
747645;PM-22079-6-2021-5-15;2021-05-15 00:00:00;15;5;2021;2021/05;-22,2630639;-49,92718951;20:40:21;MARILIA;Marilia;RUA MARIO BATAIOLA;501;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
747839;PM-8687-6-2021-9-19;2021-09-19 00:00:00;19;9;2021;2021/09;-22,23836643;-49,9683906;04:24:00;MARILIA;Marilia;RUA GABRIEL SANTOS DE ALMEIDA;166;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
747990;PM-23020-6-2021-1-30;2021-01-30 00:00:00;30;1;2021;2021/01;-22,168947;-49,9866762;20:57:00;MARILIA;Marilia;RODOVIA SP 294;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL
748063;PM-10690-6-2023-4-21;2023-04-21 00:00:00;21;4;2023;2023/04;-22,18037049;-49,96894475;13:10:00;MARILIA;Marilia;RUA LUIS GABALDI FILHO;50;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;SINISTRO NAO FATAL
748197;PM-14677-6-2023-12-7;2023-12-07 00:00:00;7;12;2023;2023/12;-22,22420509;-49,9513316;17:54:00;MARILIA;Marilia;AVENIDA SANTO ANTONIO;10;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
748344;PM-7535-6-2019-7-6;2019-07-06 00:00:00;6;7;2019;2019/07;-22,18759798;-49,9641065;10:16:25;MARILIA;Marilia;AVENIDA MANOEL MÜLER;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
748454;PM-9254-6-2024-1-2;2024-01-02 00:00:00;2;1;2024;2024/01;-22,2021772;-49,9642703;15:10:02;MARILIA;Marilia;SP294;451;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
748639;PM-3729-6-2020-7-21;2020-07-21 00:00:00;21;7;2020;2020/07;-22,16757997;-49,94683771;09:41:00;MARILIA;Marilia;RUA IZAURA RAMOS CASAGRANDE;96;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL
748753;PM-16905-6-2023-3-18;2023-03-18 00:00:00;18;3;2023;2023/03;-22,2458675;-49,92915351;17:35:00;MARILIA;Marilia;AVENIDA JOAO RAMALHO;1909;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
748784;PM-11960-6-2021-11-9;2021-11-09 00:00:00;9;11;2021;2021/11;-22,24552468;-49,92562123;18:49:21;MARILIA;Marilia;RUA ANTONIO PEREIRA DA SILVA;288;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
748840;PM-15903-6-2021-6-24;2021-06-24 00:00:00;24;6;2021;2021/06;-22,20938057;-49,95341138;21:39:00;MARILIA;Marilia;AVENIDA SAMPAIO VIDAL;100;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
748889;PM-7922-6-2020-11-22;2020-11-22 00:00:00;22;11;2020;2020/11;-22,17217019;-49,95956105;06:02:00;MARILIA;Marilia;RUA LUCILIO COELHO DE OLIVEIRA;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO NAO FATAL
748921;PM-9135-6-2021-12-24;2021-12-24 00:00:00;24;12;2021;2021/12;-22,15328464;-49,96264534;11:02:34;MARILIA;Marilia;AVENIDA ELIESER ROCHA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
748933;PM-16405-6-2024-4-2;2024-04-02 00:00:00;2;4;2024;2024/04;-22,21221054;-49,95492072;20:41:00;MARILIA;Marilia;RUA PIRATININGA;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL
748982;PM-6686-6-2023-2-11;2023-02-11 00:00:00;11;2;2023;2023/02;-22,21982514;-49,97478341;07:53:23;MARILIA;Marilia;RUA DOUTOR HERCULES GALETE;451;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
749094;PM-7215-6-2019-3-5;2019-03-05 00:00:00;5;3;2019;2019/03;-22,19569093;-49,9518727;08:18:00;MARILIA;Marilia;RUA AMERICA;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
749160;PM-10682-6-2021-7-14;2021-07-14 00:00:00;14;7;2021;2021/07;-22,21476498;-49,95086853;16:48:00;MARILIA;Marilia;RUA QUATRO DE ABRIL;683;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
749441;PM-13783-6-2021-12-19;2021-12-19 00:00:00;19;12;2021;2021/12;-22,20938057;-49,95341138;12:06:34;MARILIA;Marilia;AVENIDA SAMPAIO VIDAL;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
749457;PM-8313-6-2020-10-19;2020-10-19 00:00:00;19;10;2020;2020/10;-22,16738299;-49,97110314;13:55:00;MARILIA;Marilia;RUA FRANCISCO MALTA CARDOSO;731;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
749539;PM-4745-6-2020-4-19;2020-04-19 00:00:00;19;4;2020;2020/04;-22,21968995;-49,96577895;02:05:00;MARILIA;Marilia;LIDIA FREITAS BERALDO;289;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL
749759;PM-4386-6-2021-12-2;2021-12-02 00:00:00;2;12;2021;2021/12;-22,24586382;-49,92874167;08:05:00;MARILIA;Marilia;RUA MEN DE SA;687;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
749783;PM-18380-6-2023-6-13;2023-06-13 00:00:00;13;6;2023;2023/06;-22,16716856;-49,98892874;22:30:00;MARILIA;Marilia;RODOVIA SP 294;461;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
749821;PM-1466-6-2022-3-24;2022-03-24 00:00:00;24;3;2022;2022/03;-22,22396327;-49,88718563;01:50:00;MARILIA;Marilia;RODOVIA SP 294;442;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
750162;PM-21826-6-2020-8-2;2020-08-02 00:00:00;2;8;2020;2020/08;-22,2302312;-49,97236934;19:25:12;MARILIA;Marilia;RUA DO ALGODAO;218;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
750163;PM-6622-6-2020-9-4;2020-09-04 00:00:00;4;9;2020;2020/09;-22,18725356;-49,96937752;11:00:54;MARILIA;Marilia;AVENIDA DOUTOR CALIM GADIA;241;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
750220;PM-13278-6-2022-2-6;2022-02-06 00:00:00;6;2;2022;2022/02;-22,23097692;-49,93390853;09:57:04;MARILIA;Marilia;AVENIDA JOSE DE GRANDE;1001;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
750347;PM-19598-6-2020-6-19;2020-06-19 00:00:00;19;6;2020;2020/06;-22,17232039;-49,950445;23:24:00;MARILIA;Marilia;AVENIDA JOSE RINO;320;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO NAO FATAL
750543;PM-2953-6-2019-4-30;2019-04-30 00:00:00;30;4;2019;2019/04;-22,17303418;-49,97124663;07:08:00;MARILIA;Marilia;RUA MARCOS BORTION X RUA PEDRO MARTINS PARRA;200;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
750557;PM-24067-6-2021-5-16;2021-05-16 00:00:00;16;5;2021;2021/05;-22,2257758;-49,93604179;19:48:00;MARILIA;Marilia;RUA DOUTOR REINALDO MACHADO;100;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
750770;PM-9158-6-2019-11-16;2019-11-16 00:00:00;16;11;2019;2019/11;-22,21362451;-49,949293;10:54:00;MARILIA;Marilia;RUA PARANA;101;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
750969;PM-10843-6-2021-1-26;2021-01-26 00:00:00;26;1;2021;2021/01;-22,24228965;-49,9232128;17:36:00;MARILIA;Marilia;RUA PANAMA;830;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
751148;PM-5456-6-2020-4-17;2020-04-17 00:00:00;17;4;2020;2020/04;-22,22273808;-49,94797982;09:48:00;MARILIA;Marilia;AVENIDA SAMPAIO VIDAL;1700;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
751199;PM-24836-6-2021-9-26;2021-09-26 00:00:00;26;9;2021;2021/09;-22,21850767;-49,98150347;20:12:27;MARILIA;Marilia;VIA EXPRESSA;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
751228;PM-9042-6-2019-10-26;2019-10-26 00:00:00;26;10;2019;2019/10;-22,17853277;-49,97184862;09:25:00;MARILIA;Marilia;RODOVIA SP 294;458;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;SINISTRO NAO FATAL
751320;PM-5710-6-2021-9-20;2021-09-20 00:00:00;20;9;2021;2021/09;-22,21796318;-49,98197847;09:02:00;MARILIA;Marilia;RUA SETE;794;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL
751345;PM-3787-6-2019-4-25;2019-04-25 00:00:00;25;4;2019;2019/04;-22,25048808;-49,92969094;07:39:00;MARILIA;Marilia;RUA JOAO ZANINOTO;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
751426;PM-3061-6-2023-1-6;2023-01-06 00:00:00;6;1;2023;2023/01;-22,15618464;-50,00854142;06:44:00;MARILIA;Marilia;RUA ROBERTO SIMONSEN;12;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
751443;PM-6320-6-2024-7-26;2024-07-26 00:00:00;26;7;2024;2024/07;-22,2008219;-49,9570837;09:53:00;MARILIA;Marilia;RUA BORBA GATO;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
751553;PM-12849-6-2023-11-4;2023-11-04 00:00:00;4;11;2023;2023/11;-22,22743136;-49,94129248;11:10:00;MARILIA;Marilia;SP 294;448;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;SINISTRO NAO FATAL
751579;PM-13295-6-2023-7-6;2023-07-06 00:00:00;6;7;2023;2023/07;-22,20368083;-49,95939155;17:21:00;MARILIA;Marilia;AVENIDA SANTO ANTONIO;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
751691;PM-13678-6-2022-9-20;2022-09-20 00:00:00;20;9;2022;2022/09;-22,17876436;-49,9607856;19:37:00;MARILIA;Marilia;RUA MARIA GLORIA DE CAMPOS;247;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
751717;PM-28330-6-2022-4-3;2022-04-03 00:00:00;3;4;2022;2022/04;-22,21850767;-49,98150347;23:14:00;MARILIA;Marilia;WASHINGTON LUIS;1125;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
751736;PM-6068-6-2022-6-2;2022-06-02 00:00:00;2;6;2022;2022/06;-22,20054704;-49,95855611;10:45:00;MARILIA;Marilia;RUA QUINZE DE NOVEMBRO;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
751827;PM-5225-6-2021-1-21;2021-01-21 00:00:00;21;1;2021;2021/01;-22,22751703;-49,93265162;09:47:00;MARILIA;Marilia;AVENIDA TIRADENTES;1480;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL
751828;PM-8155-6-2020-4-24;2020-04-24 00:00:00;24;4;2020;2020/04;-22,22322932;-49,96251206;13:57:43;MARILIA;Marilia;RUA CEDRAL;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
752184;PM-13693-6-2020-6-15;2020-06-15 00:00:00;15;6;2020;2020/06;-22,18574217;-49,94941216;21:53:00;MARILIA;Marilia;RUA QUEIROS;1001;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
752207;PM-4274-6-2024-6-25;2024-06-25 00:00:00;25;6;2024;2024/06;-22,1872184;-49,9682531;08:00:00;MARILIA;Marilia;AVENIDA AQUARIUS;1001;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
752213;PM-6237-6-2020-1-13;2020-01-13 00:00:00;13;1;2020;2020/01;-22,20527488;-49,95567035;10:44:00;MARILIA;Marilia;AVENIDA CASTRO ALVES;447;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
752350;PM-22362-6-2019-8-31;2019-08-31 00:00:00;31;8;2019;2019/08;-22,08725727;-49,90198533;20:22:04;MARILIA;Marilia;RODOVIA BR 153;229;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
752379;PM-10523-6-2020-9-10;2020-09-10 00:00:00;10;9;2020;2020/09;-22,23378858;-49,91371086;16:35:00;MARILIA;Marilia;NIVALDO MORIS;10;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO NAO FATAL
752397;PM-7612-6-2022-4-28;2022-04-28 00:00:00;28;4;2022;2022/04;-22,2359866;-49,97029363;12:13:00;MARILIA;Marilia;RUA MANOEL SANTOS CHIEIRA;356;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
752451;PM-15957-6-2019-5-29;2019-05-29 00:00:00;29;5;2019;2019/05;-22,23413705;-49,97026201;21:12:00;MARILIA;Marilia;AVENIDA HIGINO MUZI FILHO;1800;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;SINISTRO NAO FATAL
752512;PM-2576-6-2023-7-25;2023-07-25 00:00:00;25;7;2023;2023/07;-22,17177648;-49,95688135;06:54:00;MARILIA;Marilia;RUA VINTE E QUATRO;1990;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
752585;PM-16258-6-2023-8-25;2023-08-25 00:00:00;25;8;2023;2023/08;-22,24837239;-49,9311716;18:40:00;MARILIA;Marilia;RUA JOSE FROIO;473;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
752673;PM-3819-6-2021-10-14;2021-10-14 00:00:00;14;10;2021;2021/10;-22,19492617;-49,95768888;08:42:00;MARILIA;Marilia;AVENIDA REPUBLICA;2995;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
752801;PM-5232-6-2020-2-12;2020-02-12 00:00:00;12;2;2020;2020/02;-22,20925034;-49,95028581;10:42:00;MARILIA;Marilia;AVENIDA PEDRO DE TOLEDOX RUA JOSE BONIFACIO;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
753111;PM-7379-6-2024-5-29;2024-05-29 00:00:00;29;5;2024;2024/05;-22,20888337;-49,95413809;14:49:00;MARILIA;Marilia;AVENIDA SAMPAIO VIDAL;9;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
753203;PM-21871-6-2023-3-5;2023-03-05 00:00:00;5;3;2023;2023/03;-22,22743928;-49,93539704;20:56:00;MARILIA;Marilia;AVENIDA NELSOM SEVERINO ZAMBON;146;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
753219;PM-13183-6-2023-12-19;2023-12-19 00:00:00;19;12;2023;2023/12;-22,2292842;-49,9563098;18:20:00;MARILIA;Marilia;SP294;443;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;SINISTRO NAO FATAL
753245;PM-4764-6-2023-9-4;2023-09-04 00:00:00;4;9;2023;2023/09;-22,22265905;-49,95194526;07:04:00;MARILIA;Marilia;AVENIDA SANTO ANTONIO;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;SINISTRO NAO FATAL
753331;PM-10633-6-2022-5-6;2022-05-06 00:00:00;6;5;2022;2022/05;-22,20103535;-49,95146072;16:31:00;MARILIA;Marilia;RUA HENRIQUE DIAS;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
753360;PM-13091-6-2022-8-31;2022-08-31 00:00:00;31;8;2022;2022/08;-22,21624654;-49,94168744;18:34:00;MARILIA;Marilia;RUA SAO PAULO;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
753378;PM-18200-6-2022-4-23;2022-04-23 00:00:00;23;4;2022;2022/04;-22,24227347;-49,92515521;18:08:31;MARILIA;Marilia;RUA SEBASTIAO DE SOUZA;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
753489;PM-16048-6-2020-10-21;2020-10-21 00:00:00;21;10;2020;2020/10;-22,16839789;-49,970243;23:01:26;MARILIA;Marilia;AVENIDA JOAO MARTINS COELHO;684;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
753586;PM-17481-6-2019-1-16;2019-01-16 00:00:00;16;1;2019;2019/01;-22,24625167;-49,92261333;21:51:00;MARILIA;Marilia;RUA SILVIA RIBEIRO DE CARVALHO;276;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO NAO FATAL
753623;PM-19502-6-2023-8-26;2023-08-26 00:00:00;26;8;2023;2023/08;-22,17097519;-49,96325778;20:31:00;MARILIA;Marilia;RUA BENEDITO ALVES DELFINO;890;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
753708;PM-5957-6-2021-3-22;2021-03-22 00:00:00;22;3;2021;2021/03;-22,17967252;-49,96564962;10:02:00;MARILIA;Marilia;AVENIDA REPUBLICA;4906;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
753780;PM-15478-6-2020-5-29;2020-05-29 00:00:00;29;5;2020;2020/05;-22,22339931;-49,96222167;22:10:00;MARILIA;Marilia;AVENIDA SAUDADE;100;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
753803;PM-415090-99-2022-2-15;2022-02-15 00:00:00;15;2;2022;2022/02;-22,17244597;-49,95292624;11:45:00;MARILIA;Marilia;BR 153;256;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
753804;PM-11960-6-2019-2-11;2019-02-11 00:00:00;11;2;2019;2019/02;-22,21307266;-49,9546308;15:38:00;MARILIA;Marilia;RUA SAO CARLOS;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
753847;PM-20494-6-2023-8-22;2023-08-22 00:00:00;22;8;2023;2023/08;-22,17523041;-49,96692576;19:23:00;MARILIA;Marilia;RUA BENEDITO ALVES DELFINO;292;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;SINISTRO NAO FATAL
753857;PM-15461-6-2024-3-31;2024-03-31 00:00:00;31;3;2024;2024/03;-22,258749;-49,936874;13:16:00;MARILIA;Marilia;RUA TENENTE DORACI MARQUES;684;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
754034;PM-9737-6-2023-6-28;2023-06-28 00:00:00;28;6;2023;2023/06;-22,23027366;-49,93106805;14:55:04;MARILIA;Marilia;AVENIDA JOAO RAMALHO;10;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
754040;PM-17322-6-2023-4-25;2023-04-25 00:00:00;25;4;2023;2023/04;-22,22552181;-49,95757233;22:20:16;MARILIA;Marilia;RUA SETE DE SETEMBRO;1001;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
754114;PM-11484-6-2021-6-21;2021-06-21 00:00:00;21;6;2021;2021/06;-22,19426218;-49,94819255;16:38:00;MARILIA;Marilia;RUA JOAO BATISTA RAFAEL;272;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
754124;PM-9356-6-2021-4-28;2021-04-28 00:00:00;28;4;2021;2021/04;-22,23550134;-49,93261609;16:21:13;MARILIA;Marilia;RUA NICOLA MASCARO;190;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
754126;PM-9465-6-2020-10-22;2020-10-22 00:00:00;22;10;2020;2020/10;-22,20892507;-49,95416566;15:41:00;MARILIA;Marilia;AVENIDA CASTRO ALVES;12;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
754358;PM-19485-6-2021-12-23;2021-12-23 00:00:00;23;12;2021;2021/12;-22,22344066;-49,95163116;21:45:00;MARILIA;Marilia;RODOVIA DO CONTORNO;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;SINISTRO NAO FATAL
754403;PM-13038-6-2022-1-21;2022-01-21 00:00:00;21;1;2022;2022/01;-22,23021291;-49,91536589;16:50:00;MARILIA;Marilia;RODOVIA SP 294;445;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
754417;PM-23372-6-2019-11-16;2019-11-16 00:00:00;16;11;2019;2019/11;-22,24141286;-49,93163258;23:25:00;MARILIA;Marilia;AVENIDA TOME DE SOUZA;530;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;SINISTRO NAO FATAL
754457;PM-16396-6-2021-2-13;2021-02-13 00:00:00;13;2;2021;2021/02;-22,15203533;-49,95674777;18:10:00;MARILIA;Marilia;AVENIDA ANTONIETA ALTENFELDER;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
