;Id da Delegacia;Número do Bo;Ano do BO;Nome da Delegacia;Data do Sinistro;Dia do Sinistro;Mês do Sinistro;Ano do Sinistro;Ano/Mês do Sinistro;Dia da Semana;Hora do Sinistro;Turno;Município;Região Administrativa;Logradouro;Númeral / KM;Jurisdição;Administração;Conservação;Tipo de local do sinistro;latitude;longitude;Tipo de via;Pedestre envolvido;Automóvel envolvido;Bicicleta envolvida;Caminhão envolvido;Motocicleta envolvida;Ônibus  envolvido;Outros veículos envolvidos;Veículo envolvido não disponível;Tempo entre o Sinistro e o Óbito;Atropelamento;Capotamento;Choque;Colisão frontal;Colisão lateral;Colisão transversal;Colisão traseira;Outras colisões;Engavetamento;Tombamento;Outros sinistros;Quantidade de vítimas fatais;Tipo de Registro
11844;80504;5046;2019;DEL.SEC.MARÍLIA PLANTÃO;2019-05-17 00:00:00;17;5;2019;2019/05;SEXTA;11;MANHA;MARILIA;MARÍLIA;NAO DISPONIVEL;0;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;PUBLICO;;;NAO DISPONIVEL;0;0;1;0;0;0;0;1;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;1;0;1;SINISTRO FATAL
12068;80504;2581;2018;DEL.SEC.MARÍLIA PLANTÃO;2018-03-14 00:00:00;14;3;2018;2018/03;QUARTA;13;TARDE;MARILIA;MARÍLIA;RUA NOVE DE JULHO;0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,217367;-49,947575;VIAS MUNICIPAIS;1;1;0;0;0;0;0;0;ATÉ 30 DIAS;1;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
12152;80504;9878;2017;DEL.SEC.MARÍLIA PLANTÃO;2017-09-07 00:00:00;7;9;2017;2017/09;QUINTA;9;MANHA;MARILIA;MARÍLIA;NAO DISPONIVEL;0;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;;;NAO DISPONIVEL;1;0;0;0;1;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
12296;80504;5071;2016;DEL.SEC.MARÍLIA PLANTÃO;2016-05-21 00:00:00;21;5;2016;2016/05;SÁBADO;15;TARDE;MARILIA;MARÍLIA;AVENIDA BRIGADEIRO EDUARDO GOMES;1;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,211526;-49,939038;VIAS MUNICIPAIS;1;1;0;0;0;0;0;0;ATÉ 30 DIAS;1;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
12453;80504;1004899283;2023;DEL.SEC.MARÍLIA PLANTÃO;2023-03-20 00:00:00;20;3;2023;2023/03;SEGUNDA;14;TARDE;MARILIA;MARÍLIA;SP 294;465,5;ESTADUAL;CONCESSIONÁRIA-ARTESP;EIXOSP - PIPA;PUBLICO;-22,15879111;-50,03315207;RODOVIAS;0;0;0;1;1;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;1;0;0;0;0;0;2;SINISTRO FATAL
12574;80504;8400;2020;DEL.SEC.MARÍLIA PLANTÃO;2020-11-05 00:00:00;5;11;2020;2020/11;QUINTA;0;NAO DISPONIVEL;MARILIA;MARÍLIA;NAO DISPONIVEL;0;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;PUBLICO;;;NAO DISPONIVEL;0;0;0;0;1;0;0;1;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;1;0;1;SINISTRO FATAL
12703;80504;2561;2016;DEL.SEC.MARÍLIA PLANTÃO;2016-03-14 00:00:00;14;3;2016;2016/03;SEGUNDA;9;MANHA;MARILIA;MARÍLIA;SP 331;0;ESTADUAL;DER;DR04 - ARARAQUARA;NAO DISPONIVEL;-22,22623031;-49,93633631;RODOVIAS;0;0;0;0;0;0;0;1;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
12708;80504;4963;2015;DEL.SEC.MARÍLIA PLANTÃO;2015-05-17 00:00:00;17;5;2015;2015/05;DOMINGO;4;MADRUGADA;MARILIA;MARÍLIA;SP 294;458;ESTADUAL;CONCESSIONÁRIA-ARTESP;EIXOSP - PIPA;PUBLICO;-22,17852579;-49,97178973;RODOVIAS;0;1;0;0;0;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
12771;80504;1009696437;2024;DEL.SEC.MARÍLIA PLANTÃO;2024-03-30 00:00:00;30;3;2024;2024/03;SÁBADO;20;NOITE;MARILIA;MARÍLIA;SP 294;463;ESTADUAL;CONCESSIONÁRIA-ARTESP;EIXOSP - PIPA;PUBLICO;-22,15725648;-50,00958307;RODOVIAS;0;1;0;0;0;0;1;0;ATÉ 30 DIAS;1;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
12983;80504;8431;2021;DEL.SEC.MARÍLIA PLANTÃO;2021-10-29 00:00:00;29;10;2021;2021/10;SEXTA;12;TARDE;MARILIA;MARÍLIA;BR 153;228;FEDERAL;CONCESSIONÁRIA-ANTT;TRANSBRASILIANA;PUBLICO;-22,06737665;-49,90179104;RODOVIAS;0;1;0;0;1;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;1;0;0;0;0;1;SINISTRO FATAL
13015;80504;7494;2018;DEL.SEC.MARÍLIA PLANTÃO;2018-07-26 00:00:00;26;7;2018;2018/07;QUINTA;15;TARDE;MARILIA;MARÍLIA;NAO DISPONIVEL;0;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;;;NAO DISPONIVEL;1;0;0;0;0;0;0;1;ATÉ 30 DIAS;1;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
13139;80504;5093;2017;DEL.SEC.MARÍLIA PLANTÃO;2017-05-09 00:00:00;9;5;2017;2017/05;TERÇA;0;NAO DISPONIVEL;MARILIA;MARÍLIA;NAO DISPONIVEL;0;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;PUBLICO;;;NAO DISPONIVEL;0;0;0;0;0;0;1;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
13179;80504;4990;2022;DEL.SEC.MARÍLIA PLANTÃO;2022-06-10 00:00:00;10;6;2022;2022/06;SEXTA;20;NOITE;MARILIA;MARÍLIA;SP 333;305;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-22,03085282;-49,83477525;RODOVIAS;0;0;0;1;0;0;0;1;ATÉ 30 DIAS;0;1;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
13331;80504;3529;2021;DEL.SEC.MARÍLIA PLANTÃO;2021-05-11 00:00:00;11;5;2021;2021/05;TERÇA;7;MANHA;MARILIA;MARÍLIA;AVENIDA SANCHES CIBANTOS;34;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,19127919;-49,95998279;VIAS MUNICIPAIS;1;0;0;0;1;0;0;0;ATÉ 30 DIAS;1;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
13381;80504;5089;2019;DEL.SEC.MARÍLIA PLANTÃO;2019-05-19 00:00:00;19;5;2019;2019/05;DOMINGO;18;NOITE;MARILIA;MARÍLIA;AVENIDA REPÚBLICA;7500;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,167107;-49,987585;VIAS MUNICIPAIS;0;1;1;0;0;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;1;0;0;0;1;SINISTRO FATAL
13425;80504;12779;2018;DEL.SEC.MARÍLIA PLANTÃO;2018-12-30 00:00:00;30;12;2018;2018/12;DOMINGO;2;MADRUGADA;MARILIA;MARÍLIA;AVENIDA RIO BRANCO;1255;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,224262;-49,959725;VIAS MUNICIPAIS;0;0;0;0;1;0;0;1;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;1;0;1;SINISTRO FATAL
13743;80504;5959;2015;DEL.SEC.MARÍLIA PLANTÃO;2015-06-14 00:00:00;14;6;2015;2015/06;DOMINGO;14;TARDE;MARILIA;MARÍLIA;AVENIDA DAS ESMERALDAS;1329;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,227688;-49,92746;VIAS MUNICIPAIS;0;0;0;0;1;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
13842;80504;12749;2018;DEL.SEC.MARÍLIA PLANTÃO;2018-12-28 00:00:00;28;12;2018;2018/12;SEXTA;14;TARDE;MARILIA;MARÍLIA;RUA AZIZ ATALA;0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,22623031;-49,93633631;VIAS MUNICIPAIS;0;0;1;0;0;0;0;1;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;1;0;1;SINISTRO FATAL
13895;80504;278;2021;DEL.SEC.MARÍLIA PLANTÃO;2021-01-10 00:00:00;10;1;2021;2021/01;DOMINGO;16;TARDE;MARILIA;MARÍLIA;NAO DISPONIVEL;0;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;;;NAO DISPONIVEL;0;0;1;0;0;0;0;1;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;1;0;1;SINISTRO FATAL
13922;80504;1006328477;2023;DEL.SEC.MARÍLIA PLANTÃO;2023-07-13 00:00:00;13;7;2023;2023/07;QUINTA;9;MANHA;MARILIA;MARÍLIA;AVENIDA JOSÉ DA SILVA NOGUEIRA JÚNIOR;800;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,22444148;-49,97291317;VIAS MUNICIPAIS;0;0;0;1;1;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;1;0;1;SINISTRO FATAL
13963;80504;12765;2015;DEL.SEC.MARÍLIA PLANTÃO;2015-12-15 00:00:00;15;12;2015;2015/12;TERÇA;20;NOITE;MARILIA;MARÍLIA;RUA AZIZ ATALA;0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,226039;-49,935914;VIAS MUNICIPAIS;0;0;0;1;0;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;1;1;SINISTRO FATAL
14142;80504;1006968319;2023;DEL.SEC.MARÍLIA PLANTÃO;2023-09-02 00:00:00;2;9;2023;2023/09;SÁBADO;12;TARDE;MARILIA;MARÍLIA;BR 153;258;FEDERAL;CONCESSIONÁRIA-ANTT;TRANSBRASILIANA;PUBLICO;-22,25444748;-49,92180933;RODOVIAS;0;1;0;1;0;0;0;0;ATÉ 30 DIAS;0;0;0;1;0;0;0;0;0;0;0;1;SINISTRO FATAL
14659;80504;3579;2021;DEL.SEC.MARÍLIA PLANTÃO;2021-02-13 00:00:00;13;2;2021;2021/02;SÁBADO;0;NAO DISPONIVEL;MARILIA;MARÍLIA;NAO DISPONIVEL;0;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;;;NAO DISPONIVEL;0;0;0;0;0;0;0;1;MAIS DE 30 DIAS;0;0;0;0;0;0;0;0;0;0;1;1;SINISTRO FATAL
14818;80504;9406;2015;DEL.SEC.MARÍLIA PLANTÃO;2015-09-16 00:00:00;16;9;2015;2015/09;QUARTA;19;NOITE;MARILIA;MARÍLIA;SP 333;324;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-22,14514717;-49,95133589;RODOVIAS;1;0;0;0;0;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
14828;80504;1001787407;2022;DEL.SEC.MARÍLIA PLANTÃO;2022-07-25 00:00:00;25;7;2022;2022/07;SEGUNDA;7;MANHA;MARILIA;MARÍLIA;RUA HERMES DA FONSECA;5;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,19864591;-49,95009217;VIAS MUNICIPAIS;1;0;0;0;0;1;0;0;ATÉ 30 DIAS;1;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
14862;80504;6905;2015;DEL.SEC.MARÍLIA PLANTÃO;2015-07-11 00:00:00;11;7;2015;2015/07;SÁBADO;11;MANHA;MARILIA;MARÍLIA;RUA AZIZ ATALA;1;MUNICIPAL;PREFEITURA;PREFEITURA;NAO DISPONIVEL;-22,22623031;-49,93633631;VIAS MUNICIPAIS;0;1;0;0;0;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
14918;80504;8465;2018;DEL.SEC.MARÍLIA PLANTÃO;2018-08-31 00:00:00;31;8;2018;2018/08;SEXTA;23;NOITE;MARILIA;MARÍLIA;SP 294;467,1;ESTADUAL;CONCESSIONÁRIA-ARTESP;EIXOSP - PIPA;PUBLICO;-22,160451;-50,0482313;RODOVIAS;0;1;0;1;0;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;1;0;0;0;0;1;SINISTRO FATAL
15030;80504;2105;2016;DEL.SEC.MARÍLIA PLANTÃO;2016-02-29 00:00:00;29;2;2016;2016/02;SEGUNDA;17;TARDE;MARILIA;MARÍLIA;RUA NOVE DE JULHO;905;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,216683;-49,946109;VIAS MUNICIPAIS;1;0;0;0;0;1;0;0;ATÉ 30 DIAS;1;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
15111;80504;1008034466;2023;DEL.SEC.MARÍLIA PLANTÃO;2023-11-24 00:00:00;24;11;2023;2023/11;SEXTA;23;NOITE;MARILIA;MARÍLIA;AVENIDA JOSÉ CARLOS SANCHES CIBANTOS;412;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,18713624;-49,96652692;VIAS MUNICIPAIS;0;0;0;0;1;0;0;1;ATÉ 30 DIAS;0;0;1;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
15320;80504;10300;2021;DEL.SEC.MARÍLIA PLANTÃO;2021-12-31 00:00:00;31;12;2021;2021/12;SEXTA;16;TARDE;MARILIA;MARÍLIA;AVENIDA SILVIO MENDONÇA;331;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,1652174;-50,01548502;VIAS MUNICIPAIS;0;0;0;0;1;0;0;0;ATÉ 30 DIAS;0;0;1;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
15358;80504;8497;2018;DEL.SEC.MARÍLIA PLANTÃO;2018-09-02 00:00:00;2;9;2018;2018/09;DOMINGO;19;NOITE;MARILIA;MARÍLIA;SP 294;445,3;ESTADUAL;CONCESSIONÁRIA-ARTESP;EIXOSP - PIPA;PUBLICO;-22,23019362;-49,9152752;RODOVIAS;1;1;0;0;0;0;0;0;ATÉ 30 DIAS;1;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
15424;80504;1007923394;2023;DEL.SEC.MARÍLIA PLANTÃO;2023-11-16 00:00:00;16;11;2023;2023/11;QUINTA;12;TARDE;MARILIA;MARÍLIA;SP 294;453,3;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-22,21820992;-49,96566456;RODOVIAS;0;1;0;0;1;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;1;0;0;0;0;1;SINISTRO FATAL
15468;80504;6093;2015;DEL.SEC.MARÍLIA PLANTÃO;2015-06-17 00:00:00;17;6;2015;2015/06;QUARTA;16;TARDE;MARILIA;MARÍLIA;AVENIDA SAMPAIO VIDAL;855;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,215413;-49,949336;VIAS MUNICIPAIS;1;0;0;0;0;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
15490;80504;4531;2021;DEL.SEC.MARÍLIA PLANTÃO;2021-06-18 00:00:00;18;6;2021;2021/06;SEXTA;7;MANHA;MARILIA;MARÍLIA;NAO DISPONIVEL;0;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;;;NAO DISPONIVEL;0;0;0;0;0;0;0;1;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;1;1;SINISTRO FATAL
16210;80504;6954;2018;DEL.SEC.MARÍLIA PLANTÃO;2018-07-21 00:00:00;21;7;2018;2018/07;SÁBADO;16;TARDE;MARILIA;MARÍLIA;SP 333;338,15;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-22,26731599;-49,99759841;RODOVIAS;0;1;0;0;0;0;0;0;ATÉ 30 DIAS;0;0;0;1;0;0;0;0;0;0;0;1;SINISTRO FATAL
16224;80504;4552;2017;DEL.SEC.MARÍLIA PLANTÃO;2017-04-25 00:00:00;25;4;2017;2017/04;TERÇA;19;NOITE;MARILIA;MARÍLIA;SP 294;446;ESTADUAL;CONCESSIONÁRIA-ARTESP;EIXOSP - PIPA;PUBLICO;-22,23168431;-49,92254834;RODOVIAS;1;0;0;1;0;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
16408;80214;9096;2016;02º D.P. MARÍLIA;2016-09-11 00:00:00;11;9;2016;2016/09;DOMINGO;3;MADRUGADA;MARILIA;MARÍLIA;AVENIDA HIGINO MUZI FILHO;0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,233049;-49,969043;VIAS MUNICIPAIS;0;1;0;0;0;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
16547;80504;6941;2015;DEL.SEC.MARÍLIA PLANTÃO;2015-07-12 00:00:00;12;7;2015;2015/07;DOMINGO;22;NOITE;MARILIA;MARÍLIA;SP 294;443,25;ESTADUAL;CONCESSIONÁRIA-ARTESP;EIXOSP - PIPA;PUBLICO;-22,24839313;-49,9455328;RODOVIAS;0;1;0;0;0;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
17099;80504;2170;2018;DEL.SEC.MARÍLIA PLANTÃO;2018-03-02 00:00:00;2;3;2018;2018/03;SEXTA;22;NOITE;MARILIA;MARÍLIA;SP 333;316;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-22,09337998;-49,91308672;RODOVIAS;0;1;0;1;0;0;0;0;ATÉ 30 DIAS;0;0;0;1;0;0;0;0;0;0;0;1;SINISTRO FATAL
17130;80504;4571;2016;DEL.SEC.MARÍLIA PLANTÃO;2016-05-08 00:00:00;8;5;2016;2016/05;DOMINGO;12;TARDE;MARILIA;MARÍLIA;BR 153;226;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,04911802;-49,90308673;VIAS MUNICIPAIS;0;1;0;0;0;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
17227;80504;1008430718;2023;DEL.SEC.MARÍLIA PLANTÃO;2023-12-25 00:00:00;25;12;2023;2023/12;SEGUNDA;2;MADRUGADA;MARILIA;MARÍLIA;SP 294;459;ESTADUAL;CONCESSIONÁRIA-ARTESP;EIXOSP - PIPA;PUBLICO;-22,17501556;-49,9790207;RODOVIAS;0;0;0;0;1;0;0;1;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;1;1;SINISTRO FATAL
17283;80504;9465;2017;DEL.SEC.MARÍLIA PLANTÃO;2017-08-27 00:00:00;27;8;2017;2017/08;DOMINGO;18;NOITE;MARILIA;MARÍLIA;AVENIDA REPUBLICA;0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,182772;-49,961757;VIAS MUNICIPAIS;0;0;0;1;1;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
17302;80504;3109;2017;DEL.SEC.MARÍLIA PLANTÃO;2017-03-21 00:00:00;21;3;2017;2017/03;TERÇA;20;NOITE;MARILIA;MARÍLIA;SP 333;334;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-22,23903183;-49,97530769;RODOVIAS;0;0;0;1;1;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
17353;80504;6964;2015;DEL.SEC.MARÍLIA PLANTÃO;2015-07-13 00:00:00;13;7;2015;2015/07;SEGUNDA;11;MANHA;MARILIA;MARÍLIA;RUA AZIZ ATALA;0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,22623031;-49,93633631;VIAS MUNICIPAIS;0;0;0;0;0;0;0;1;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
17435;80504;3144;2017;DEL.SEC.MARÍLIA PLANTÃO;2017-03-22 00:00:00;22;3;2017;2017/03;QUARTA;15;TARDE;MARILIA;MARÍLIA;SP 294;459,2;ESTADUAL;CONCESSIONÁRIA-ARTESP;EIXOSP - PIPA;PUBLICO;-22,17732482;-49,97420325;RODOVIAS;0;1;0;0;0;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
17590;80504;1010720505;2024;DEL.SEC.MARÍLIA PLANTÃO;2024-06-09 00:00:00;9;6;2024;2024/06;DOMINGO;17;TARDE;MARILIA;MARÍLIA;SP 294;458;ESTADUAL;CONCESSIONÁRIA-ARTESP;EIXOSP - PIPA;PUBLICO;-22,1796933;-49,97230779;RODOVIAS;0;1;0;1;0;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;1;0;0;0;0;1;SINISTRO FATAL
17761;80504;5539;2020;DEL.SEC.MARÍLIA PLANTÃO;2020-08-02 00:00:00;2;8;2020;2020/08;DOMINGO;19;NOITE;MARILIA;MARÍLIA;SP 294;465,05;ESTADUAL;CONCESSIONÁRIA-ARTESP;EIXOSP - PIPA;PUBLICO;-22,15832427;-50,02891103;RODOVIAS;1;1;0;0;0;0;0;0;ATÉ 30 DIAS;1;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
17863;80504;1009190855;2024;DEL.SEC.MARÍLIA PLANTÃO;2024-02-22 00:00:00;22;2;2024;2024/02;QUINTA;12;TARDE;MARILIA;MARÍLIA;SP 333;317;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-22,09944125;-49,91769869;RODOVIAS;0;1;0;1;0;0;0;0;ATÉ 30 DIAS;0;0;1;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
18153;80504;9482;2021;DEL.SEC.MARÍLIA PLANTÃO;2021-12-05 00:00:00;5;12;2021;2021/12;DOMINGO;1;MADRUGADA;MARILIA;MARÍLIA;RUA DEMERVAL PEREIRA;415;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,14439232;-49,95459993;VIAS MUNICIPAIS;0;1;0;0;0;0;0;1;ATÉ 30 DIAS;0;0;1;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
18252;80504;5564;2021;DEL.SEC.MARÍLIA PLANTÃO;2021-07-25 00:00:00;25;7;2021;2021/07;DOMINGO;19;NOITE;MARILIA;MARÍLIA;SP 294;445,6;ESTADUAL;CONCESSIONÁRIA-ARTESP;EIXOSP - PIPA;PUBLICO;-22,230883;-49,9185197;RODOVIAS;1;1;0;0;0;0;0;0;ATÉ 30 DIAS;1;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
18268;80504;5566;2015;DEL.SEC.MARÍLIA PLANTÃO;2015-06-03 00:00:00;3;6;2015;2015/06;QUARTA;9;MANHA;MARILIA;MARÍLIA;RUA AZIZ ATALA;1;MUNICIPAL;PREFEITURA;PREFEITURA;NAO DISPONIVEL;-22,226039;-49,935914;VIAS MUNICIPAIS;0;0;0;0;0;0;1;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
18546;80504;7956;2015;DEL.SEC.MARÍLIA PLANTÃO;2015-08-09 00:00:00;9;8;2015;2015/08;DOMINGO;17;TARDE;MARILIA;MARÍLIA;SP 294;446;ESTADUAL;CONCESSIONÁRIA-ARTESP;EIXOSP - PIPA;PUBLICO;-22,23161959;-49,92219911;RODOVIAS;1;0;0;0;0;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
18551;80504;8058;2015;DEL.SEC.MARÍLIA PLANTÃO;2015-08-11 00:00:00;11;8;2015;2015/08;TERÇA;14;TARDE;MARILIA;MARÍLIA;SP 333;349;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-22,31383695;-50,07561515;RODOVIAS;0;1;0;0;0;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;0;2;SINISTRO FATAL
19094;80504;12289;2018;DEL.SEC.MARÍLIA PLANTÃO;2018-12-14 00:00:00;14;12;2018;2018/12;SEXTA;22;NOITE;MARILIA;MARÍLIA;SP 294;467,2;ESTADUAL;CONCESSIONÁRIA-ARTESP;EIXOSP - PIPA;PUBLICO;-22,16055474;-50,04917375;RODOVIAS;0;1;0;0;0;0;0;1;ATÉ 30 DIAS;0;1;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
19345;80504;10721;2016;DEL.SEC.MARÍLIA PLANTÃO;2016-10-26 00:00:00;26;10;2016;2016/10;QUARTA;20;NOITE;MARILIA;MARÍLIA;SP 333;340,1;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-22,28281896;-50,00521265;RODOVIAS;0;0;0;1;0;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
19821;80504;4148;2021;DEL.SEC.MARÍLIA PLANTÃO;2021-06-03 00:00:00;3;6;2021;2021/06;QUINTA;15;TARDE;MARILIA;MARÍLIA;AVENIDA SANTO ANTÔNIO;1800;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,20864861;-49,95675126;VIAS MUNICIPAIS;0;1;0;0;1;0;0;0;ATÉ 30 DIAS;0;0;0;0;1;0;0;0;0;0;0;1;SINISTRO FATAL
20329;80504;5591;2019;DEL.SEC.MARÍLIA PLANTÃO;2019-05-31 00:00:00;31;5;2019;2019/05;SEXTA;16;TARDE;MARILIA;MARÍLIA;AVENIDA SAMPAIO VIDAL;1;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,16148449;-49,99461314;VIAS MUNICIPAIS;0;1;0;0;0;0;0;1;ATÉ 30 DIAS;0;0;1;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
20449;80504;9029;2016;DEL.SEC.MARÍLIA PLANTÃO;2016-09-08 00:00:00;8;9;2016;2016/09;QUINTA;20;NOITE;MARILIA;MARÍLIA;SP 294;445;ESTADUAL;CONCESSIONÁRIA-ARTESP;EIXOSP - PIPA;PUBLICO;-22,22949092;-49,91203201;RODOVIAS;1;0;0;0;0;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO FATAL
20720;80504;1009436809;2024;DEL.SEC.MARÍLIA PLANTÃO;2024-02-27 00:00:00;27;2;2024;2024/02;TERÇA;6;MANHA;MARILIA;MARÍLIA;AVENIDA SAMPAIO VIDAL;1751;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-22,2368507;-49,9386634;VIAS MUNICIPAIS;0;1;0;0;1;0;0;0;ATÉ 30 DIAS;0;0;0;0;0;0;0;1;0;0;0;1;SINISTRO FATAL
